date,value,series,series_id,category,unit,frequency
2000-06-01,1243,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2000-07-01,780,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2000-08-01,1106,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2000-09-01,1023,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2000-10-01,1727,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2000-11-01,1706,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2000-12-01,1236,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-01-01,1257,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-02-01,814,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-03-01,899,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-04-01,984,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-05-01,1624,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-06-01,1347,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-07-01,1665,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-08-01,1562,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-09-01,1918,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-10-01,2690,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-11-01,1969,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2001-12-01,1352,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-01-01,1597,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-02-01,1035,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-03-01,1613,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-04-01,2817,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-05-01,2562,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-06-01,1473,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-07-01,1445,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-08-01,2498,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-09-01,1768,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-10-01,3939,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-11-01,2257,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2002-12-01,1993,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-01-01,2065,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-02-01,1742,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-03-01,1881,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-04-01,1787,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-05-01,1961,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-06-01,1281,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-07-01,2338,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-08-01,2236,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-09-01,2639,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-10-01,2105,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-11-01,1791,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2003-12-01,2027,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-01-01,1446,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-02-01,2121,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-03-01,2059,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-04-01,2028,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-05-01,2438,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-06-01,1892,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-07-01,2141,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-08-01,2010,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-09-01,1743,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-10-01,1550,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-11-01,1608,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2004-12-01,1833,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-01-01,1127,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-02-01,1816,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-03-01,1679,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-04-01,1577,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-05-01,1699,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-06-01,1148,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-07-01,1357,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-08-01,1486,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-09-01,1660,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-10-01,1320,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-11-01,1628,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2005-12-01,1789,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-01-01,1173,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-02-01,1200,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-03-01,1328,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-04-01,969,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-05-01,1632,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-06-01,1598,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-07-01,1159,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-08-01,1289,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-09-01,1940,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-10-01,1531,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-11-01,1216,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2006-12-01,1104,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2007-01-01,1075,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2007-02-01,1506,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2007-03-01,1096,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2007-04-01,1176,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2007-05-01,1220,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
2007-06-01,1101,Total number of dwelling units ;  New South Wales ;  Dwellings excluding houses ;  Private Sector ;,A421293X,Building Approvals,Number,Month
