source_file,source_table,survey_year,metric,tenure,breakdown_var,breakdown_val,geography,stat_type,quality_measure,quality_value,quality_unit,reliability_flag,reliability_note
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_private,lower_income_state,Private landlord,NT (d),lower_income,moe_95,6.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_private,lower_income_state,Private landlord,NT (d),lower_income,moe_95,19.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_private,lower_income_state,Private landlord,NT (d),lower_income,moe_95,17.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,renter_private,lower_income_state,Private landlord,NT (d),lower_income,moe_95,16.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_private,lower_income_state,Private landlord,NT (d),lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,renter_private,lower_income_state,Private landlord,NT (d),lower_income,moe_95,13.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_private,lower_income_state,Private landlord,NT (d),lower_income,rse_pct,18.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,renter_total,lower_income_state,Total renters,NT (d),lower_income,rse_pct,14.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_total,lower_income_state,Total renters,NT (d),lower_income,moe_95,4.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_total,lower_income_state,Total renters,NT (d),lower_income,moe_95,14.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_total,lower_income_state,Total renters,NT (d),lower_income,moe_95,10.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,renter_total,lower_income_state,Total renters,NT (d),lower_income,moe_95,10.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,renter_total,lower_income_state,Total renters,NT (d),lower_income,moe_95,8.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_total,lower_income_state,Total renters,NT (d),lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,renter_total,lower_income_state,Total renters,NT (d),lower_income,moe_95,10.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_total,lower_income_state,Total renters,NT (d),lower_income,rse_pct,11.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,all,lower_income_state,Total,NT (d),lower_income,rse_pct,13.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,all,lower_income_state,Total,NT (d),lower_income,moe_95,3.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,all,lower_income_state,Total,NT (d),lower_income,moe_95,8.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,all,lower_income_state,Total,NT (d),lower_income,moe_95,6.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,all,lower_income_state,Total,NT (d),lower_income,moe_95,8.6,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,all,lower_income_state,Total,NT (d),lower_income,moe_95,5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,all,lower_income_state,Total,NT (d),lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,all,lower_income_state,Total,NT (d),lower_income,moe_95,8.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,all,lower_income_state,Total,NT (d),lower_income,rse_pct,7.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_outright,lower_income_state,Owner without a mortgage,Australian Capital Territory,lower_income,rse_pct,6.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_outright,lower_income_state,Owner without a mortgage,Australian Capital Territory,lower_income,moe_95,1.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_outright,lower_income_state,Owner without a mortgage,Australian Capital Territory,lower_income,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,owner_outright,lower_income_state,Owner without a mortgage,Australian Capital Territory,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,owner_outright,lower_income_state,Owner without a mortgage,Australian Capital Territory,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_outright,lower_income_state,Owner without a mortgage,Australian Capital Territory,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_outright,lower_income_state,Owner without a mortgage,Australian Capital Territory,lower_income,rse_pct,11.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_mortgage,lower_income_state,Owner with a mortgage,Australian Capital Territory,lower_income,rse_pct,34.7,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_mortgage,lower_income_state,Owner with a mortgage,Australian Capital Territory,lower_income,moe_95,14,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_mortgage,lower_income_state,Owner with a mortgage,Australian Capital Territory,lower_income,moe_95,25.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,owner_mortgage,lower_income_state,Owner with a mortgage,Australian Capital Territory,lower_income,moe_95,19.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_mortgage,lower_income_state,Owner with a mortgage,Australian Capital Territory,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,owner_mortgage,lower_income_state,Owner with a mortgage,Australian Capital Territory,lower_income,moe_95,21.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_mortgage,lower_income_state,Owner with a mortgage,Australian Capital Territory,lower_income,rse_pct,19.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_total,lower_income_state,Total owners,Australian Capital Territory,lower_income,rse_pct,10,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_total,lower_income_state,Total owners,Australian Capital Territory,lower_income,moe_95,1.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
