survey_year,value,metric,tenure,breakdown_var,breakdown_val,geography,stat_type
2007-08,3270,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Tas.,nhha
2007-08,3406,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NT,nhha
2007-08,5179,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,ACT,nhha
2007-08,277948,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Aust.,nhha
2009-10,125641,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NSW,nhha
2009-10,81040,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Vic.,nhha
2009-10,51901,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Qld,nhha
2009-10,23587,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,SA,nhha
2009-10,34517,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,WA,nhha
2009-10,5424,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Tas.,nhha
2009-10,2971,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NT,nhha
2009-10,4609,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,ACT,nhha
2009-10,329689,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Aust.,nhha
2011-12,120724,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NSW,nhha
